,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life,model_name,screen_size,ram,os,customer_review
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,22990,MediaTek Octa-core,MediaTek,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,11.6,Integrated Graphics,MediaTek,64 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,HP Chromebook 11A-NA0002MU,11.6,4,Chrome,"i also feel like apple hides too much under the hood from the user , but i suppose you can still work around that if you are so inclined ."
358,Dell,Dell Vostro 14 3400 (D552217WIN9D) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::594283::computer::laptops,39275,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB RAM, RAM, 4.0 Ghz Processor,LCD,14,Integrated UHD,Intel,256 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,Dell Vostro 14 3400,14,8,Windows 11,the screen is clear and bright and the system doesn ' t lag unless i have a large number of tabs open .
359,Lenovo,Lenovo Ideapad Slim 3 (82H70175IN) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::595564::computer::laptops,60990,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,14,Iris Xe Graphics,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life,Lenovo Ideapad Slim 3,14,16,Windows 11,"i run windows and linux vms fairly regularly and while i could run them on a comparable windows system , adding windows systems to an already portly windows system has never worked out well for me , so while disappointed in the new upgrades , this 2015 model still rocks vms and does all i need it too for far less $ $ $ ."
360,Acer,Acer Aspire Lite AL15-51 (UN.431SI.253) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::615835::computer::laptops,31990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB LP, LPDDR4 RAM, 4.0 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,no,Not Specified,Acer Aspire Lite AL15-51,15.6,8,Windows 11,i don ' t ask much of a laptop so i am happy with it .
361,Dell,Dell G15-5525 (D560817WIN9B) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::597145::computer::laptops,66215,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR5 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life,Dell G15-5525,15.6,8,Windows 11,but it is a bit big and heavy .
362,Infinix,Infinix INBook X1 Slim XL21 Laptop (14 Inch | Core i7 10th Gen | 16 GB | Windows 11 | 512 GB SSD)::595804::computer::laptops,45990,Intel Core i7 (10th Gen),Intel,Not Expandable,16 GB LP, LPDDR4X RAM, 1.3 Ghz Processor,LCD,14,"UHD GPU, 128 MB",Intel,512 GB SSD Storage,No HDD,65, Upto 11 Hrs Battery Life,Infinix INBook X1 Slim XL21 Laptop,14,16,Windows 11,extremely slow .
363,Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K100MVIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::592885::computer::laptops,63000,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.1 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,45,45W Adapter,Lenovo Ideapad Gaming 3 15IHU6,15.6,8,Windows 10,"my main complaint is the battery life , i see many positive reviews about the battery life ."
364,Lenovo,Lenovo Ideapad Slim 3 (82H801CWIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::587844::computer::laptops,56499,Intel Core i5 (11th Gen) Processor,Intel, 12 GB Expandable,8 GB , DDR4 RAM ,0,LED,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,Lenovo Ideapad Slim 3,15.6,8,Windows 10,this is my first macbook pro i ' m impress !
365,Lenovo,Lenovo LOQ 15IRH8 (82XV00BRIN) Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::612855::computer::laptops,97990,Intel Core i7 (13th Gen),Intel, 16 GB Expandable,16 GB , DDR5 RAM , 2.4 Ghz Processor,LCD,15.6,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,512 GB SSD Storage,No HDD,170, Upto 5.32 Hrs Battery Life,Lenovo LOQ 15IRH8,15.6,16,Windows 11,after updating the software i noticed that the was a lot of backlight bleeding from the display .
366,Apple,Apple MacBook Pro MV972HN/A Ultrabook (13.3 Inch | Core i5 8th Gen | 8 GB | macOS Mojave | 512 GB SSD)::575948::computer::laptops,162990,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB LP, LPDDR3 RAM, 2.4 Ghz Processor,LED,13.3,Iris Plus 655,Intel,512 GB SSD Storage,No HDD,58, Upto 10 Hrs Battery Life,Apple MacBook Pro MV972HN/A Ultrabook,13.3,8,macOS,i absolutely love everything about this chromebook .
367,MSI,MSI Katana GF66 12UC-632IN Laptop (15.6 Inch | Core i7 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597844::computer::laptops,64990,Intel Core i7 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.7 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,240,240W Adapter,MSI Katana GF66 12UC-632IN Laptop,15.6,8,Windows 11,so latest update the charger only last about one year and the half .
368,Acer,Acer Nitro 5 AN515-58 (UN.QFHSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595285::computer::laptops,72899,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,180,180W Adapter,Acer Nitro 5 AN515-58,15.6,16,Windows 11,"- caps lock without a led notification , not so clever ."
369,Lenovo,Lenovo Ideapad Slim 3i (81WB01EFIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD)::594534::computer::laptops,37689,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.8 Ghz Processor,LCD,15.6,UHD,Intel,256 GB SSD Storage,No HDD,45, Upto 11 Hrs Battery Life,Lenovo Ideapad Slim 3i,15.6,8,Windows 11,"i ' ve never owned an msi laptop and if i can help it , this one is going back and i will never own one again ."
370,Dell,Dell G15-5511 (D560639WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::595323::computer::laptops,69490,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.7 Ghz Processor,LCD,15.6,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,Dell G15-5511,15.6,16,Windows 11,"i ' ve also discovered that the battery is better than i first thought , and will last 8 hours for light - duty activities such as web - surfing and word processing ; longer with power management on ."
371,Apple,Apple MacBook Air M2 MLY43HN/A Ultrabook (13.6 Inch | Apple M2 | 8 GB | macOS Monterey | 512 GB SSD)::596266::computer::laptops,108990,Apple M2 Processor,Apple,Not Expandable,8 GB RAM, RAM,0,LCD,13.6,M2 Integrated,Apple,512 GB SSD Storage,No HDD,65, Upto 18 Hrs Battery Life,Apple MacBook Air M2 MLY43HN/A Ultrabook,13.6,8,macOS,"has lots of issues , screen freezing , i was hoping to use it for banking etc ."
372,Fujitsu,Fujitsu UH-X Intel Evo 4ZR1J37875 Laptop (13.3 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597675::computer::laptops,89990,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB LP, LPDDR4X RAM, 4.7 Ghz Processor,LCD,13.3,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,Fujitsu UH-X Intel Evo 4ZR1J37875 Laptop,13.3,16,Windows 11,i give it 4 stars because i believe that these devices are perfect for adults who just want to surf the internet or watch netflix .
373,Acer,Acer Aspire 5 A514-54 (UN.A23SI.017) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 1 TB HDD)::587586::computer::laptops,37890,Intel Core i3 (11th Gen) Processor,Intel,Not Expandable,8 GB , DDR4 RAM,0,LED,14,UHD,Intel,NO SSD,1024 GB HDD Storage,45, Upto 11.5 Hrs Battery Life,Acer Aspire 5 A514-54,14,8,Windows 10,if you plan on buying this beware that your patience may run thin .
374,ASUS,ASUS ROG Strix G15 G513QC-HN093T Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 1 TB SSD)::586927::computer::laptops,84990,AMD Hexa-Core Ryzen 5 Processor,AMD, 32 GB Expandable,8 GB , DDR4 RAM ,0,LED,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,200,200W Adapter,ASUS ROG Strix G15 G513QC-HN093T Laptop,15.6,8,Windows 10,the trackpad is the ultimate difference - maker for me .
375,Lenovo,Lenovo Ideapad Gaming 3 15IAH7 (82S9017TIN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::615331::computer::laptops,65547,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 2.0 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,170, Upto 4.5 Hrs Battery Life,Lenovo Ideapad Gaming 3 15IAH7,15.6,16,Windows 11,very good laptop if you want something lightweight for everyday browsing .
376,Lenovo,Lenovo Ideapad Slim 3 15AMN8 (82XQ008VIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::612933::computer::laptops,43490,AMD Quad-Core Ryzen 5,AMD, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 2.8 Ghz Processor,LCD,15.6,Radeon 610M,AMD,512 GB SSD Storage,No HDD,65, Upto 11 Hrs Battery Life,Lenovo Ideapad Slim 3 15AMN8,15.6,16,Windows 11,"has lots of issues , screen freezing , i was hoping to use it for banking etc ."
377,Acer,Acer Nitro 5 AN515-58 (NH.QFKSI.001) Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB HDD 512 GB SSD)::595286::computer::laptops,104990,Intel Core i7 (12th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 4.7 Ghz Processor,LCD,15.6,"GeForce RTX 3050 Ti  GPU, 4 GB",NVIDIA,512 GB SSD Storage , 1024 GB HDD Storage,no,57.5W Adapter,Acer Nitro 5 AN515-58,15.6,16,Windows 11,i say this device is worth no more than $ 300 .
378,Infinix,Infinix INBook Y4 Max YL613 Laptop (16 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::615971::computer::laptops,43990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB LP, LPDDR4X RAM, 1.3 Ghz Processor,LCD,16,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,Infinix INBook Y4 Max YL613 Laptop,16,16,Windows 11,i can ' t justify paying that kind of money for some ridiculous upgrade .
379,Dell,Dell Inspiron 15 3511 (D560745WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597105::computer::laptops,38990,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Integrated,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life,Dell Inspiron 15 3511,15.6,8,Windows 11,battery is not as long
380,ASUS,ASUS VivoBook 14 X1404ZA-NK321WS Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::615092::computer::laptops,35990,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,ASUS VivoBook 14 X1404ZA-NK321WS Laptop,14,8,Windows 11,"google ' s own services like google docs , drive , and gmail don ' t respond well to touch screen gestures often leaving me in despair ."
381,ASUS,ASUS VivoBook 14 X415EA-EK372WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::597384::computer::laptops,38990,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LCD,14,UHD Graphics,Intel,256 GB SSD Storage , 1024 GB HDD Storage,65, Upto 6 Hrs Battery Life,ASUS VivoBook 14 X415EA-EK372WS Laptop,14,8,Windows 11,the only complaint i have is relatively minor in that the screen is a little small for my taste .
382,Fujitsu,Fujitsu UH-X Intel Evo 4ZR1J37876 Laptop (13.3 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597676::computer::laptops,99990,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB LP, LPDDR4X RAM, 4.7 Ghz Processor,LCD,13.3,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,Fujitsu UH-X Intel Evo 4ZR1J37876 Laptop,13.3,16,Windows 11,very junky
383,ASUS,ASUS VivoBook 14 X1404ZA-NK322WS Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::615093::computer::laptops,37990,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life,ASUS VivoBook 14 X1404ZA-NK322WS Laptop,14,8,Windows 11,so far it has been able to handle everything i ' ve thrown at it .
384,ASUS,ASUS VivoBook Go 15 OLED E1504FA-LK542WS Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::600367::computer::laptops,55300,AMD Quad-Core Ryzen 5,AMD,Not Expandable,16 GB LP, LPDDR5 RAM, 4.2 Ghz Processor,LED,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,ASUS VivoBook Go 15 OLED E1504FA-LK542WS Laptop,15.6,16,Windows 11,battery life appears good but will depend on your brightness and how much streaming your doing .
385,Fujitsu,Fujitsu UH-X 4ZR1F38024 Laptop (13.3 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::595563::computer::laptops,83590,Intel Core i7 (11th Gen),Intel, 16 GB Expandable,16 GB LP, LPDDR4 RAM , 2.8 Ghz Processor,LCD,13.3,Iris Xe,Intel,512 GB SSD Storage,No HDD,50, Upto 11 Hrs Battery Life,Fujitsu UH-X 4ZR1F38024 Laptop,13.3,16,Windows 11,i ' ve gotten more use out of this thing than i first envisioned .
386,ASUS,ASUS VivoBook 14 X1404VA-NK322WS Laptop (14 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::615966::computer::laptops,42990,Intel Core i3 (13th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,ASUS VivoBook 14 X1404VA-NK322WS Laptop,14,8,Windows 11,it is a fanless processor so there are no vents or openings of any kind which makes this exceptionally quiet as well .
387,ASUS,ASUS VivoBook 14 X1404VA-NK321WS Laptop (14 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::600825::computer::laptops,42990,Intel Core i3 (13th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,14,Integrated,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,ASUS VivoBook 14 X1404VA-NK321WS Laptop,14,8,Windows 11,the keyboard is ok .
388,Lenovo,Lenovo ThinkBook 15 (21DJA049IH) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::612914::computer::laptops,54990,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.3 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life,Lenovo ThinkBook 15,15.6,8,Windows 11,the seller ' s description is that it was ` ` tested and fully functional ` ` and it wasn ' t .
389,Lenovo,Lenovo Ideapad Slim 5 Gen 6 (82LN00JSIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::598684::computer::laptops,52990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR4 RAM , 1.8 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 14 Hrs Battery Life,Lenovo Ideapad Slim 5 Gen 6,15.6,16,Windows 11,computer was good but i would not recommend for battery .
390,HP,HP 15s-eq1561AU (6Q0M9PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD)::596639::computer::laptops,38990,AMD Dual-Core Ryzen 3,AMD,Not Expandable,8 GB , DDR4 RAM, 2.6 Ghz Processor,LCD,15.6,Radeon Graphics,AMD,256 GB SSD Storage,No HDD,65,65W Adapter,HP 15s-eq1561AU,15.6,8,Windows 11,if you are looking to ditch apple i recommend it and touch screen works great and easy to read movie scripts to take notes .
391,Dell,Dell Inspiron 15 5518 (D560479WIN9S) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::587040::computer::laptops,74999,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.6 Ghz Processor,LED,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life,Dell Inspiron 15 5518,15.6,16,Windows 10,runs first person shooters relatively well .
392,HP,HP Pavilion x360 14-dy0208TU (67G61PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::595483::computer::laptops,64207,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,43,43W Adapter,HP Pavilion x360 14-dy0208TU,14,8,Windows 11,eventually it bricked and died 3 days after any possible refund could be made .
393,Lenovo,Lenovo Ideapad Slim 5 (82SF008YIN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596563::computer::laptops,55990,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,Lenovo Ideapad Slim 5,15.6,16,Windows 11,"in all , this is really great machine and i am very very pleased with hardware and chrome os so far ."
394,Lenovo,Lenovo Ideapad Slim 3 (82H801DHIN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::587739::computer::laptops,41000,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LED,15.6,UHD,Intel,256 GB SSD Storage,No HDD,45,45W Adapter,Lenovo Ideapad Slim 3,15.6,8,Windows 10,this is a painfully slow computer .
395,MSI,MSI Katana 15 B12UDXK-1006IN Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::613595::computer::laptops,67650,Intel Core i5 (12th Gen),Intel, 64 GB Expandable,8 GB , DDR5 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Not Specified,MSI Katana 15 B12UDXK-1006IN Laptop,15.6,8,Windows 11,"don ' t get me wrong though , i love the battery life and 95 % i ' m happy chugging along , but every once in a while this rears it ' s ugly head ."
396,ASUS,ASUS ROG Flow X13 GV301RC-LJ073WS Laptop (13.4 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 11 | 1 TB SSD)::597385::computer::laptops,153662,AMD Octa-Core Ryzen 9,AMD,Not Expandable,16 GB LP, LPDDR5 RAM, 4.8 Ghz Processor,LCD,13.4,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,ASUS ROG Flow X13 GV301RC-LJ073WS Laptop,13.4,16,Windows 11,"mouse and trackpad settings are very minimalist , there ' s no way to modify short - cut keys , and the power management options are pretty minimal , too ."
397,Lenovo,Lenovo Ideapad Flex 5 (82HU00PQIN) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::595494::computer::laptops,56990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LCD,14,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 12 Hrs Battery Life,Lenovo Ideapad Flex 5,14,8,Windows 11,"overall : the specs for this computer looked pretty good , but after using it for a few weeks , the negatives outweigh the positives , and i ' m going to have to return it ."
398,Dell,Dell Inspiron 14 7420 (D560774WIN9S) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::595895::computer::laptops,60802,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.7 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,Dell Inspiron 14 7420,14,8,Windows 11,"the keyboard and track pad are both quite good , although i always use a real mouse ."
399,MSI,MSI Modern 14 C13M-436IN Laptop (14 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::600181::computer::laptops,59990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.7 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,MSI Modern 14 C13M-436IN Laptop,14,16,Windows 11,it was fully charged and i only turned it on a total of 3 times before the screen went blank .
400,MSI,MSI GF63 Thin 12VF-268IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB HDD 256 GB SSD)::612477::computer::laptops,65990,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,no,Not Specified,MSI GF63 Thin 12VF-268IN Laptop,15.6,16,Windows 11,ca n ' t go wrong with an asus !
401,HP,HP 15s-du3060TX (360L6PA) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD)::583836::computer::laptops,54350,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LED,15.6,"GeForce MX350 GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,65, Upto 12 Hrs Battery Life,HP 15s-du3060TX,15.6,8,Windows 10,it ' s still good for basic internet usage .
402,MSI,MSI Modern 14 C13M-435IN Laptop (14 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::600182::computer::laptops,69990,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.8 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,MSI Modern 14 C13M-435IN Laptop,14,16,Windows 11,i will return it .
403,Lenovo,Lenovo V15 (82KDA00XIH) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::598048::computer::laptops,46190,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 7.5 Hrs Battery Life,Lenovo V15,15.6,8,Windows 11,now i ' m really bummed that i have a very nice looking chromebook with a beautiful screen that is totally unusable .
404,HP,HP 15-fc0025AU (7L029PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::600652::computer::laptops,34490,AMD Quad-Core Ryzen 3,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,HP 15-fc0025AU,15.6,8,Windows 11,i like it
405,ASUS,ASUS ROG Strix G15 G513QY-HQ032WS Laptop (15.6 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 11 | 1 TB SSD)::595825::computer::laptops,129990,AMD Octa-Core Ryzen 9,AMD, 32 GB Expandable,16 GB , DDR4 RAM , 4.8 Ghz Processor,LCD,15.6,"Radeon RX 6800M GPU, 12 GB",AMD,1024 GB SSD Storage,No HDD,280,280W Adapter,ASUS ROG Strix G15 G513QY-HQ032WS Laptop,15.6,16,Windows 11,i do not think i will need to upgrade the ram .
406,Lenovo,Lenovo Yoga Slim 7 Intel Evo (82A300MBIN) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::593406::computer::laptops,76200,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.4 Ghz Processor,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,60,60W Adapter,Lenovo Yoga Slim 7 Intel Evo,14,16,Windows 11,but the speakers are absolutely horrible !
407,Lenovo,Lenovo Ideapad Slim 5 14IRL8 (82XD003NIN) Laptop (14 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::612999::computer::laptops,65989,Intel Core i5 (13th Gen),Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 1.5 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 15.5 Hrs Battery Life,Lenovo Ideapad Slim 5 14IRL8,14,16,Windows 11,yesterday the backlight went out .
408,Infinix,Infinix Zero Book 13 ZL513 Laptop (15.6 Inch | Core i7 13th Gen | 32 GB | Windows 11 | 1 TB SSD)::612343::computer::laptops,66990,Intel Core i7 (13th Gen),Intel,Not Expandable,32 GB LP, LPDDR5X RAM, 4.8 Ghz Processor,LCD,15.6,Iris Xe,Intel,1024 GB SSD Storage,No HDD,96, Upto 10 Hrs Battery Life,Infinix Zero Book 13 ZL513 Laptop,15.6,32,Windows 11,"twice in 10 days i had an issue , pointer , where they said turn it over and put a pin in it ."
