S.No,Brand,Model_Name,Price (in Dollars),Processor_Specifications,Processor_Brand,RAM_Expandable (GB),RAM (GB),RAM_TYPE,Processor (Ghz),Display_Type,GPU,GPU_Brand,SSD Storage (GB),HDD Storage (GB),Adapter (Hz),Battery_Life,Screen_Size (inches),OS,Customer_Review,Battery_Life_Standardized
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,275.88,MediaTek Octa-core,MediaTek,0,4,DDR4,2.0,LED,Integrated Graphics,MediaTek,64,0,45, Upto 12 Hrs Battery Life,11.6,Chrome,"I Also Feel Like Apple Hides Too Much Under The Hood From The User , But I Suppose You Can Still Work Around That If You Are So Inclined .",12.0
1563,HP,HP Chromebook 14a-na0003TU (2Z332PA) Laptop (14 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD)::580963::computer::laptops,230.62800000000001,Intel Celeron Dual-Core,Intel,0,4,LPDDR4,1.1,LED,UHD 600,Intel,64,0,47,47W Adapter,14,Chrome,For The Price You Can ' T Beat A Chromebook .,1.4
1564,ASUS,ASUS VivoBook Go 15 E1504FA-NJ523WS Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::600150::computer::laptops,479.88,AMD Quad-Core Ryzen 5,AMD,0,8,LPDDR5,2.8,LCD,Radeon,AMD,512,0,65,65W Adapter,15.6,Windows 11,This Is A Piece Of Garbage .,1.0
1565,Lenovo,Lenovo Ideapad 3 (81W100W9IN) Laptop (15.6 Inch | AMD Dual Core Athlon | 4 GB | Windows 10 | 1 TB HDD)::584168::computer::laptops,259.332,AMD Dual-Core Athlon,AMD,0,4,DDR4,2.3,LED,Radeon,AMD,0,1024,65,65W Adapter,15.6,Windows 10,Overpriced Low Quality Product .,1.0
1566,Lenovo,Lenovo Ideapad S145 (81UT00NMIN) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD)::582056::computer::laptops,411.504,AMD Dual-Core Ryzen 3,AMD,0,8,DDR4,2.6,LED,Radeon Vega 8,AMD,256,0,65,65W Adapter,15.6,Windows 10,"I Got This Laptop 2 Days Ago And It Says Plugged In , Not Charged .",1.0
1567,HP,HP 15s-GR0007AU (21W93PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD)::581332::computer::laptops,282.516,AMD Dual-Core Ryzen 3,AMD,0,4,DDR4,2.6,LED,Radeon,AMD,0,1024,65,65W Adapter,15.6,Windows 10,Support Got Quite Unpleasant When I Ask About Replacement .,1.0
1568,Lenovo,Lenovo Ideapad 320 (80XH01X8IN) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD)::577127::computer::laptops,274.788,Intel Core i3 (6th Gen),Intel,16,4,DDR4,2.0,LED,HD 520,Intel,0,1024,65, Upto 4 Hrs Battery Life,15.6,Windows 10,- Pretty Loud Speakers .,4.0
1569,HP,HP 15-da0388tu (7MW55PA) Laptop (15.6 Inch | Core i3 7th Gen | 8 GB | Windows 10 | 1 TB HDD)::575748::computer::laptops,455.88,Intel Core i3 (7th Gen),Intel,0,8,DDR4,2.3,LED,HD 620,Intel,0,1024,65,65W Adapter,15.6,Windows 10,He Wanted Something That Could Browse The Internet Fast - And This Chromebook Does Just That !,1.0
1570,MSI,MSI GF65 Thin 9SD-293IN Laptop (15.6 Inch | Core i7 9th Gen | 16 GB | Windows 10 | 512 GB SSD)::581638::computer::laptops,726.3240000000001,Intel Core i7 (9th Gen),Intel,0,16,DDR4,2.6,LED,"Geforce GTX 1660 Ti GPU, 6 GB",NVIDIA,512,0,180,180W Adapter,15.6,Windows 10,"I Would Not Recommend You Buying This Laptop , The Specs Are Fine For The Price , But The Hardware Is Rubbish .",0.4
1571,iball,iball CompBook M500 Laptop (14 Inch | Celeron Dual Core | 4 GB | Windows 10 | 32 GB SSD)::576985::computer::laptops,143.88,Intel Celeron Dual-Core,Intel,0,4,DDR3,1.1,LED,HD 500,Intel,32,0,38, Upto 5.5 Hrs Battery Life,14,Windows 10,It Was An Excellent Machine For The Money And It Also Got Me Spoiled With Its Touch Screen .,5.5
1572,MSI,MSI GF65 Thin 10UE-410IN Laptop (15.6 Inch | Core i7 10th Gen | 16 GB | Windows 10 | 1 TB SSD)::588415::computer::laptops,899.88,Intel Core i7 (10th Gen) Processor,Intel,0,16,DDR4,0.0,LED,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,1024,0,180,180W Adapter,15.6,Windows 10,And It ' S Light Which Is A Big Plus Since I Carry It To School .,0.4
1573,ASUS,ASUS Vivobook S430UN-EB021T Laptop (14 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::576503::computer::laptops,983.88,Intel Core i7 (8th Gen),Intel,0,8,DDR4,1.8,LED,"GeForce MX150 GPU, 2 GB",NVIDIA,256,1024,42,42W Adapter,14,Windows 10,I Already Returned The First Laptop Because I Had To Press Extremely Hard To Get The Left Click To Work .,1.5
1574,ASUS,ASUS Vivobook S430UN-EB020T Laptop (14 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::576504::computer::laptops,983.88,Intel Core i7 (8th Gen),Intel,0,8,DDR4,1.8,LED,"GeForce MX150 GPU, 2 GB",NVIDIA,256,1024,42,42W Adapter,14,Windows 10,- The Audio For This Laptop Was Poorly Planned Out .,1.5
1575,Apple,Apple MacBook Air MVFK2HN/A Ultrabook (13.3 Inch | Core i5 8th Gen | 8 GB | macOS Mojave | 128 GB SSD)::575807::computer::laptops,1139.88,Intel Core i5 (8th Gen),Intel,0,8,LPDDR3,1.6,LED,UHD 617,Intel,128,0,49, Upto 12 Hrs Battery Life,13.3,macOS,The Battery Life Sucks As It Starts To Die After 3 - 4 Hours Of Use ( No Gaming ) .,12.0
1576,ASUS,ASUS VivoBook 15 X515JA-EJ501T Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD)::584299::computer::laptops,455.88,Intel Core i5 (10th Gen),Intel,0,8,DDR4,1.0,LED,UHD,Intel,0,1024,45,45W Adapter,15.6,Windows 10,"Google Is Very Concerned About Arc To Chromeos Connections For Security , Etc Etc .",1.4
1577,ASUS,ASUS VivoBook S14 S430FN-EB060T Laptop (14 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::575826::computer::laptops,708.0,Intel Core i7 (8th Gen),Intel,16,8,DDR4,1.8,LED,"Geforce MX150 GPU, 2 GB",NVIDIA,256,1024,42,42W Adapter,14,Windows 10,"Not Too Happy With Msi , Likely To Return This Laptop .",1.5
1578,Acer,Acer Predator Helios 300 PH315-52 (NH.Q53SI.013) Laptop (15.6 Inch | Core i5 9th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD)::575906::computer::laptops,959.88,Intel Core i5 (9th Gen),Intel,32,16,DDR4,2.4,LED,"GeForce GTX 1660 Ti GPU, 6 GB",NVIDIA,256,1024,180, Upto 6 Hrs Battery Life,15.6,Windows 10,"Wanting Something Maybe A Pinch Faster , But More Importantly , A Flippy Touchscreen With Google Play Support .",6.0
1579,ASUS,ASUS VivoBook 15 X512FA-EJ371T Ultrabook (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 512 GB SSD)::575398::computer::laptops,336.612,Intel Core i3 (10th Gen),Intel,12,4,DDR4,2.1,LED,UHD 620,Intel,512,0,45,45W Adapter,15.6,Windows 10,"The Screen Is Plenty Bright , And The Sound From The Speakers Is Fine For A Laptop ( You Won ' T Be Filling A Room With Sound ) .",1.4
1580,Lenovo,Lenovo Legion Y540 (81SY00SNIN) Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::583138::computer::laptops,772.6800000000001,Intel Core i5 (9th Gen),Intel,0,8,DDR4,2.4,LED,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,256,1024,0,Not Specified,15.6,Windows 10,"I Fixed It , However It Took Intensive Research To Fix It .",
1581,HP,HP 15q-bu038TU (4TS68PA) Laptop (15.6 Inch | Core i3 7th Gen | 8 GB | DOS | 1 TB HDD)::576846::computer::laptops,384.75600000000003,Intel Core i3 (7th Gen),Intel,16,8,DDR4,2.4,LED,HD 620,Intel,0,1024,41,41W Adapter,15.6,DOS,It ' S A Pretty Good Laptop .,1.6
1582,Honor,Honor MagicBook X 15 Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 256 GB SSD)::594707::computer::laptops,430.38,Intel Core i3 (10th Gen),Intel,0,8,,4.2,LCD,UHD,Intel,256,0,42, Upto 7.8 Hrs Battery Life,15.6,Windows 10,The Wifi Connectivity Is Strong And Consistent In My Experience .,7.8
1583,ASUS,ASUS ROG Strix G15 G513QC-HN126T Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 1 TB SSD)::587817::computer::laptops,1247.88,AMD Hexa-Core Ryzen 5,AMD,32,8,DDR4,3.3,LED,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024,0,200,200W Adapter,15.6,Windows 10,But It Is A Bit Big And Heavy .,0.3
1584,Apple,Apple MacBook Air MWTJ2HN/A Ultrabook (13.3 Inch | Core i3 10th Gen | 8 GB | macOS Catalina | 256 GB SSD)::580314::computer::laptops,1007.88,Intel Core i3 (10th Gen) Processor,Intel,0,8,LPDDR4X,0.0,LED,Iris Plus,Intel,256,0,30, Upto 11 Hrs Battery Life,13.3,macOS,2 ) Slow Start Up And Performance Given,11.0
1585,Acer,Acer Swift 3 SF314-71 (NX.KAWSI.002) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::612873::computer::laptops,640.212,Intel Core i5 (12th Gen),Intel,0,16,LPDDR5,2.5,LED,Iris Xe,Intel,512,0,0,Upto 10 Hrs Battery Life,14,Windows 11,Touch Screen And Zoom Is Great .,10.0
1586,Acer,Acer Swift 3 OLED SF314-71 (NX.K9PSI.003) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::612921::computer::laptops,659.88,Intel Core i5 (12th Gen),Intel,0,8,LPDDR5,2.5,LED,Iris Xe,Intel,512,0,0,Not Specified,14,Windows 11,"Only Three Months In , And The Laptop Won ' T Charge .",
1587,ASUS,ASUS VivoBook Ultra 14 X413JP-EB522TS Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::586929::computer::laptops,691.62,Intel Core i5 (10th Gen),Intel,0,8,DDR4,1.0,LED,"GeForce MX330 GPU, 2 GB",NVIDIA,512,0,65,65W Adapter,14,Windows 10,The Keyboard Is Ok .,1.0
1588,Acer,Acer Nitro 5 AN515-51 (NH.Q2RSI.008) Laptop (15.6 Inch | Core i7 7th Gen | 8 GB | Windows 10 | 1 TB HDD)::576982::computer::laptops,796.164,Intel Core i7 (7th Gen),Intel,32,8,DDR4,2.5,LED,"GeForce GTX 1050 GPU, 4 GB",NVIDIA,0,1024,135,135W Adapter,15.6,Windows 10,I Could N ' T Have Put My Feelings About My New Acer Aspire E 15 E5 - 576G - 5762 Better .,0.5
1589,ASUS,ASUS VivoBook Gaming F571GT-AL318T Laptop (15.6 Inch | Core i7 9th Gen | 16 GB | Windows 10 | 512 GB SSD)::582748::computer::laptops,695.412,Intel Core i7 (9th Gen),Intel,0,16,DDR4,2.6,LED,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,512,0,150,150W Adapter,15.6,Windows 10,"Only Problem I Have Had , Which Was From The Moment I Started Using It Is The Audio .",0.4
1590,Acer,Acer Aspire ES1-533 (NX.GFTSI.022) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Linux | 1 TB HDD)::577703::computer::laptops,297.36,Intel Pentium Quad-Core,Intel,8,4,DDR3,1.1,LED,HD 505,Intel,0,1024,45, Upto 6.5 Hrs Battery Life,15.6,Not Specified,"However , When I Switch Back To Laptop Mode , The Keyboard And Trackpad Are Completely Disabled And Require A Reboot To Work Again .",6.5
1591,Acer,Acer Nitro 5 AN515-51 (NH.Q2SSI.008) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Windows 10 | 1 TB HDD)::577220::computer::laptops,724.884,Intel Core i5 (7th Gen),Intel,32,8,DDR4,2.5,LED,"GeForce GTX 1050 GPU, 2 GB",NVIDIA,0,1024,135, Upto 7 Hrs Battery Life,15.6,Windows 10,Good Luck This Customer Tech Support And Msi Has Absolutely No Idea How To Help You .,7.0
1592,Lenovo,Lenovo Ideapad S145 (81UT00KWIN) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD)::579911::computer::laptops,275.88,AMD Dual-Core Ryzen 3,AMD,0,4,DDR4,2.6,LED,Radeon Vega 3,AMD,0,1024,35,35W Adapter,15.6,Windows 10,"Of Course , I Have Only Had This Acer For A Week .",1.9
1593,Lenovo,Lenovo Ideapad 320-15ISK (80XH01GKIN) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | DOS | 1 TB HDD)::582266::computer::laptops,359.88,Intel Core i3 (6th Gen),Intel,16,4,DDR4,2.0,LED,HD 520,Intel,0,1024,30,30W Adapter,15.6,DOS,"The Keyboard Is Fully Sized And Comfortable , The Key Travel Is Good With Great Action , Backlighting Is Enough And Adaptive .",2.2
1594,Lenovo,Lenovo V15 G3 (82TTA08AIN) Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::615772::computer::laptops,599.88,Intel Core i7 (12th Gen),Intel,16,16,DDR4,4.7,LCD,Iris Xe,Intel,512,0,0,Upto 5.3 Hrs Battery Life,15.6,Windows 11,It Feels Amazing And The Travel Is Perfect .,5.3
1595,HP,HP 15s-du3047TX (30R86PA) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::583455::computer::laptops,718.788,Intel Core i5 (11th Gen),Intel,16,8,DDR4,4.2,LED,"Geforce MX350 GPU, 2 GB",NVIDIA,256,1024,0,Not Specified,15.6,Windows 10,"It Worked Great , No Issues Besides The Mouse Began To Freeze When The Computer Was Idled For Too Long .",
1596,MSI,MSI GV62 8RE-050IN Laptop (15.6 Inch | Core i7 8th Gen | 16 GB | Windows 10 | 1 TB HDD 128 GB SSD)::576850::computer::laptops,1163.88,Intel Core i7 (8th Gen),Intel,32,16,DDR4,2.2,LED,"GeForce GTX 1060 GPU, 6 GB",NVIDIA,128,1024,41,41W Adapter,15.6,Windows 10,Having Ram Problems After 1 .,1.6
1597,HP,HP 15q-bu037TU (4TS71PA) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | DOS | 1 TB HDD)::576910::computer::laptops,347.88,Intel Core i3 (7th Gen),Intel,0,4,DDR4,2.4,LED,HD 620,Intel,0,1024,41,41W Adapter,15.6,DOS,I Use This For Leisure Activities And The Ability To Flip This Around To Watch Movies Is Awesome !,1.6
1598,Acer,Acer Aspire One 14 (NX.Y52SI.005) Laptop (14.0 Inch | Pentium Quad Core | 4 GB | Linux | 500 GB HDD)::578060::computer::laptops,221.52,Intel Pentium Quad-Core,Intel,8,4,DDR3,1.7,LED,HD,Intel,0,500,40, Upto 4 Hrs Battery Life,14,Not Specified,I Bought This For My Daughter To Use To Take Online Classes While She ' S Overseas In Europe For A Year .,4.0
1599,Lenovo,Lenovo Ideapad Gaming 3 15ACH6 (82K2025KIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::612915::computer::laptops,587.88,AMD Hexa-Core Ryzen 5,AMD,16,8,DDR4,3.3,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,135, Upto 5 Hrs Battery Life,15.6,Windows 11,The Computer Is Very Beautiful And Very Light .,5.0
1600,ASUS,ASUS TUF FX705DT-AU028T Laptop (17.3 Inch | AMD Quad Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD)::575976::computer::laptops,808.6800000000001,AMD Quad-Core Ryzen 7,AMD,32,8,DDR4,2.3,LED,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,64,64W Adapter,17.3,Windows 10,"Overall , The Problems Are Fairly Minor And For The Price I ' M Happy With What I Got .",1.0
1601,HP,HP 15s-GR0008AU (21W94PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD 256 GB SSD)::581302::computer::laptops,422.088,AMD Dual-Core Ryzen 3,AMD,0,4,DDR4,2.6,LED,Radeon,AMD,256,1024,65,65W Adapter,15.6,Windows 10,Laptop In Perfect Condition .,1.0
1602,MSI,MSI GL63 8RD-450IN Laptop (15.6 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD)::576802::computer::laptops,899.88,Intel Core i7 (8th Gen),Intel,32,8,DDR4,2.2,LED,"GeForce GTX 1050Ti GPU, 4 GB",NVIDIA,128,1024,0,Not Specified,15.6,Windows 10,Keyboard And Track Pad Shoved Way Left .,
1603,HP,HP 15s-du3032TU (309J0PA) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD)::583426::computer::laptops,641.88,Intel Core i5 (11th Gen),Intel,0,8,DDR4,4.2,LED,Iris X,Intel,0,1024,65,65W Adapter,15.6,Windows 10,"You Won ' T Be Disappointed With This Great Little Machine How Ever You End Up Using It , And That Versatility Is What Really Makes This Machine Such A Fun And Valuable Computer .",1.0
1604,ASUS,ASUS Vivobook F571GT-AL318T Laptop (15.6 Inch | Core i7 9th Gen | 16 GB | Windows 10 | 512 GB SSD)::575476::computer::laptops,875.88,Intel Core i7 (9th Gen),Intel,0,16,DDR4,2.6,LED,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,42,42W Adapter,15.6,Windows 10,So Chromebook With Some Manufacturing Issues + Bad Customer Service,1.5
1605,ASUS,ASUS X542BA-GQ006T Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | Windows 10 | 1 TB HDD)::577242::computer::laptops,257.88,AMD Dual-Core A9 APU,AMD,8,4,DDR4,2.5,LED,Radeon R4,AMD,0,1024,45,45W Adapter,15.6,Windows 10,"This Is Completely Different , Feels Solid , Looks Great , Operates Like A Great Samsung Chromebook Should , And For $ 169 , You Just Can ' T Go Wrong .",1.4
1606,ASUS,ASUS VivoBook 15 M515DA-BQ722WS Laptop (15.6 Inch | AMD Quad Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::595202::computer::laptops,539.76,AMD Quad-Core Ryzen 7,AMD,0,16,DDR4,4.0,LCD,Radeon,AMD,512,0,65, Upto 6 Hrs Battery Life,15.6,Windows 11,Simple And Nothing Complicated About It .,6.0
1607,Dell,Dell Inspiron 15 3576 (A566128WIN9) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 2 TB HDD)::576334::computer::laptops,599.88,Intel Core i5 (8th Gen),Intel,16,8,DDR4,1.6,LED,"Radeon 520 GPU, 2 GB",AMD,0,2048,65,65W Adapter,15.6,Windows 10,This Is Not A New Unit .,1.0
1608,HP,HP 15q-ds0004TX (4ST57PA) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD)::576675::computer::laptops,611.88,Intel Core i5 (8th Gen),Intel,0,8,DDR4,1.6,LED,"GeForce MX110 GPU, 2 GB",NVIDIA,0,1024,65,65W Adapter,15.6,Windows 10,"What They Lack In Size , They Make Up For In Raw Speed , Durability , And Energy Efficiency .",1.0
1609,Dell,Dell Vostro 3510 (ICC-D585031WIN8) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::599244::computer::laptops,546.0,Intel Core i3 (10th Gen),Intel,16,8,DDR4,1.2,LCD,UHD,Intel,256,1024,65, Upto 10 Hrs Battery Life,15.6,Windows 11,The Backlight Works Great And I Had No Problems Using It In The Dark .,10.0
1610,HP,HP 15-da3001TU (242D3PA) Laptop (15. Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD)::581852::computer::laptops,443.988,Intel Core i3 (10th Gen),Intel,0,4,DDR4,1.2,LED,UHD,Intel,0,1024,65,65W Adapter,15,Windows 10,"If You Are Indifferent About The Screen , Do Not Buy This !",1.0
1611,Dell,Dell Inspiron 15 3505 (D560616WIN9SE) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 256 GB SSD)::592686::computer::laptops,402.85200000000003,AMD Quad-Core Ryzen 5,AMD,16,8,DDR4,2.1,LED,Radeon Vega,AMD,256,0,0,Upto 7 Hrs Battery Life,15.6,Windows 10,It Started To Get Slow A Week Ago .,7.0
1612,Lenovo,Lenovo Legion Y540 (81SY00UBIN) Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::585822::computer::laptops,554.1,Intel Core i5 (9th Gen),Intel,0,8,DDR4,2.4,LED,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256,1024,0,52.5W Adapter,15.6,Windows 10,This Is An Excellent Laptop With A Lot Of Heart .,1.2
1613,Lenovo,Lenovo Ideapad Gaming 3i (81Y400BQIN) Laptop (15.6 Inch | Core i7 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::582183::computer::laptops,947.88,Intel Core i7 (10th Gen),Intel,16,8,DDR4,2.6,LED,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,256,1024,135,135W Adapter,15.6,Windows 10,Something Wrong With The Battery .,0.5
1614,HP,HP 14s-fq1030au (3V6P5PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::585667::computer::laptops,629.88,AMD Hexa-Core Ryzen 5,AMD,0,8,DDR4,4.0,LED,Radeon,AMD,512,0,65,65W Adapter,14,Windows 10,Excellent Quality And Very Fast Delivery .,1.0
1615,ASUS,ASUS VivoBook 15 X505ZA-EJ274T Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD)::576154::computer::laptops,419.88,AMD Quad-Core Ryzen 5,AMD,16,8,DDR4,2.0,LED,Radeon Vega 8,AMD,0,1024,42,42W Adapter,15.6,Windows 10,If You ' Re Big On Aesthetics Then You ' Ll Love The Look .,1.5
1616,MSI,MSI GL65 Leopard 10SEK-465IN Laptop (15.6 Inch | Core i7 10th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD)::582631::computer::laptops,1379.88,Intel Core i7 (10th Gen),Intel,0,16,DDR4,2.6,LED,"Geforce RTX 2060 GPU, 6 GB",NVIDIA,256,1024,230,230W Adapter,15.6,Windows 10,"Seems Unlikely But Whatever , I ' Ll Go With It .",0.3
1617,ASUS,ASUS TUF FX505DT-AL202T Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::575974::computer::laptops,935.88,AMD Quad-Core Ryzen 5,AMD,32,8,DDR4,2.1,LED,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256,1024,48,48W Adapter,15.6,Windows 10,"' What A Bunch Of Whiners , ' I Concluded About All The People Who Slammed The Keyboard .",1.4
1618,HP,HP 15q-bu105tx (3GP87PA) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD)::577198::computer::laptops,666.384,Intel Core i5 (8th Gen),Intel,16,8,DDR4,1.6,LED,"Radeon 520 GPU, 2 GB",AMD,0,1024,41,41W Adapter,15.6,Windows 10,"It Is Solid , And Does A Decent Job Rendering Pages , And Paired With The Extra Ram Here , It Adequately Handles Streaming Content In The Background - Such As Youtube Or Spotify - And Still Maintains A Decent Browsing Experience Across Eight To Ten Additional Tabs ;",1.6
1619,ASUS,ASUS Vivobook Max X541UA-XO217T Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD)::577261::computer::laptops,309.48,Intel Core i3 (6th Gen),Intel,16,4,DDR3,2.3,LED,HD 620,Intel,0,1024,36,36W Adapter,15.6,Windows 10,"5 Years Old Or Matched By Chromebooks At Half The Price , The Absence Of A Touchscreen Upgrade , Or The Use Of Slower Emmc Storage Instead Of A Real M .",1.8
1620,HP,HP 15q-ds0027tu (6AF83PA) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD 128 GB SSD)::576198::computer::laptops,407.88,Intel Core i3 (7th Gen),Intel,0,4,DDR4,2.3,LED,HD 620,Intel,128,1024,41,41W Adapter,15.6,Windows 10,Screen Is Nice .,1.6
1621,HP,HP 14s-cf3006TU (3R496PA) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD)::580452::computer::laptops,564.0,Intel Core i3 (10th Gen),Intel,0,4,DDR4,1.2,LED,UHD,Intel,0,1024,65,65W Adapter,14,Windows 10,When I Sent It Back To Acer To Repair It They Simply Claimed It Had Water Damaging And Couldn ' T Fix It .,1.0
1622,HP,HP 245 G6 (6BF83PA) Laptop (14 Inch | AMD Dual Core A9 | 4 GB | DOS | 1 TB HDD)::575944::computer::laptops,261.468,AMD Dual-Core A9 APU,AMD,0,4,DDR4,2.6,LED,Radeon R4,AMD,0,1024,45, Upto 4 Hrs Battery Life,14,DOS,"I Love This Laptop Because Of Its Size , Speed , Battery Life , And Backlit Keyboard .",4.0
1623,AVITA,AVITA Pura NS14A6ING431 Laptop (14 Inch | AMD Dual Core A6 | 4 GB | Windows 10 | 128 GB SSD)::592515::computer::laptops,197.88,AMD Dual-Core A6 APU,AMD,0,4,DDR4,2.4,LED,Radeon R4,AMD,128,0,0,Not Specified,14,Windows 10,Acer ' S Customer Service Is By Far The Worst .,
1624,Lenovo,Lenovo Ideapad 3 14IML05 (81WA00Q3IN) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD)::593121::computer::laptops,401.88,Intel Core i3 (10th Gen),Intel,0,8,DDR4,2.1,LED,UHD,Intel,256,0,0,Not Specified,14,Windows 11,Which Is Really Sad Because In The Time I Could Actually Use The Chromebook I Absolutely Loved It .,
1625,HP,HP 15-BE006TU (X5Q18PA) Laptop (15.6 Inch | Core i3 5th Gen | 4 GB | Windows 10 | 1 TB HDD)::578243::computer::laptops,418.284,Intel Core i3 (5th Gen),Intel,0,4,DDR3,2.0,LED,HD 5500,Intel,0,1024,65,65W Adapter,15.6,Windows 10,This Is Very Disappointing An Causing Me Big Issues While I Write .,1.0
1626,ASUS,ASUS Vivobook Max X541UA-XO561T Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD)::577237::computer::laptops,311.88,Intel Core i3 (6th Gen),Intel,16,4,DDR4,2.4,LED,HD 520,Intel,0,1024,36,36W Adapter,15.6,Windows 10,I Would Not Buy This Again !,1.8
1627,Lenovo,Lenovo Ideapad Slim 3i (82H700KTIN) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::586934::computer::laptops,570.0,Intel Core i5 (11th Gen),Intel,12,8,DDR4,2.4,LED,Iris Xe,Intel,512,0,65, Upto 7.5 Hrs Battery Life,14,Windows 10,"I Purchased This Computer Because It Came Highly Rated By Consumer Reports , Pc Magazine , And Other Raters .",7.5
